code,name,chain,city,area,cuisines,rating,reviews,min_order,delivery_fee,delivery_time_min,lat,lng,address,post_code
s9zb,Chatime - Uttara,Chatime,Dhaka,,Beverage,4.5,30,50.0,9.0,0.0,23.8744686,90.3802752,"Road No. 17/B, Plot No - 1 & 3 , Sonargaon Janapath Road, Sector - 12, Uttara, Dhaka",1230
tasb,Spice & Spoon,,Dhaka,,Asian|Thai,0.0,0,50.0,9.0,35.0,23.87900995,90.3800763,"Ruposhi Bangla Mor, Akij Housing Road, Uttara Sector 10, Fulbaria, Dhaka 1230, Bangladesh",1230
gfdn,Oven Pizza House,,Dhaka,,Italian|Mediterranean|Sandwiches|Pizza|Burgers|Western,3.7,30,50.0,9.0,0.0,23.8742414,90.3835288,"House: 02, Road: 2/A, Sector: 12, Uttara",1230
q1ze,Air Fryer Cooking - Uttara,,Dhaka,,Healthy,0.0,0,50.0,15.0,35.0,23.8747972,90.3843447,"Ferdous Barin, 4th Floor, House 1, Road 21, Sector 11, 1230 Uttara, Dhaka, Bangladesh",1230
smbb,C&W,,Dhaka,,Dessert,0.0,1,50.0,15.0,0.0,23.8740756,90.3845822,"Sonargaon Janapath 77 Kodomtola More, Sector 13, Uttara, Infront of Infinity Mega Mall, 1230 Uttara, Dhaka, Bangladesh",1230
uh8v,Food Flavors,,Dhaka,,Snacks|Rice Dishes|Beverage,4.9,3,50.0,15.0,0.0,23.8729241,90.3840633,"Adda Food Zone, 12, 1230 Uttara, Dhaka, Bangladesh",1230
pvov,Flavor Hood,,Dhaka,,Snacks|Middle Eastern|Shawarma|Burgers|Western,3.9,6,50.0,15.0,0.0,23.8722545,90.3838967,"Sector-13,  Besides of Mannarat International School, 1230 Uttara, Dhaka, Bangladesh",1230
s76a,FlavorHive,,Dhaka,,Chicken|Meat|Burgers|Western|Fast Food,3.2,20,50.0,15.0,0.0,23.8699128,90.38069415,"house 50, road 5, Sector 12, Uttara, Dhaka Bangladesh",1230
zaex,Nanna Biriyani Sector 12,,Dhaka,,Indian|Biryani|Asian,3.7,5,50.0,28.0,0.0,23.8690317,90.38064185,"House-52, Road-03, Sector 12, Uttara, Dhaka-1230",1230
uo3c,Binzo restro,,Dhaka,,Fast Food,0.0,0,50.0,28.0,0.0,23.869137,90.3849999,"Chef's corner (শেফ কর্নার), Gausul Azam Ave, 1230 Uttara, Dhaka, Bangladesh",1230
trk5,Bangali Bhoj,,Dhaka,,Snacks|Curry|Rice Dishes|Dessert|Bangladeshi|Asian,2.5,10,50.0,28.0,0.0,23.86879203,90.38523977,"House: 87, Road: 19, Sector: 14, Gausul Azam Avenue, Uttara, besides uttara Govt laboratory School",1230
ytkk,Food Venture,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,0.0,0,50.0,34.0,0.0,23.86716321,90.38392041,"Shop - 5, House - 1, Shah Makhdum Avenue, Sector - 14, Uttara",1230
h8xu,Cha Boithok,,Dhaka,,Snacks,0.0,0,50.0,34.0,0.0,23.87856981,90.39004881,House No:1; Road No: 11; Sector No: 11; Uttara Model town; Dhaka -1230,1230
wf9k,Home Of Flavor's,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,4.9,30,50.0,37.0,0.0,23.8675169,90.3857,"House 98, Road 16, Sector 14, Uttara Model Town , Dhaka, 1230 Uttara, Dhaka, Bangladesh",1230
r3ih,Chef Special,,Dhaka,,Snacks|Curry|Italian|Mediterranean|Pizza|Western,0.0,0,50.0,34.0,0.0,23.87555998,90.39057131,"H# 1/B(1st floor, Quantum Emerald Point, Gareeb-e-Newaz Ave, Dhaka 1230",1230
y1iz,5 Star Friends Kabab Ghor,,Dhaka,,Turkish|Kebab|Rice Dishes|Middle Eastern|Beverage,0.0,0,50.0,34.0,0.0,23.87686519,90.39060854,"House: 11, Gareeb E nawaz avenue uttara , sector 11 house 11 beside milestone college",1230
l2wo,Wrapick - Uttara 14,Wrapick,Dhaka,,Wraps|Snacks|Beverage|Dessert,4.6,26,50.0,34.0,0.0,23.86925214,90.38825125,"Fusion Food Court, House - 41, Gausul Azam Avenue, Sector - 14",1230
br6f,Sultana Snacks & Fastfood,,Dhaka,,Snacks|Dessert,3.3,30,50.0,37.0,0.0,23.8704733,90.3894706,"House - 13, Road, - 06, Sector - 13, Near Uttara Sector 13 Park, Uttara, Dhaka - 1230",1230
a9ws,Khusi Fuchka House,,Dhaka,,Snacks|Chotpoti & Fuchka|Bangladeshi|Asian,4.7,20,50.0,37.0,0.0,23.8785956,90.3908213,"11 no sector , Road 10/B,  Uttara -1230",1230
e2pb,Dacca Bites & Drinks,,Dhaka,,Snacks|Beverage|Vegan,2.9,24,50.0,36.0,35.0,23.8817504,90.3894052,"House 18, Sector 10 Road 5, Uttara, Dhaka",1230
c8kf,Waffle Bar,,Dhaka,,Beverage|Dessert,4.4,2,50.0,38.0,0.0,23.8743598,90.3912491,"Sonargaon janapath road, House: 19, Sector: 13, Uttara",1230
ym9p,Dumanli Seafood & BBQ,,Dhaka,,Seafood,4.4,4,50.0,38.0,0.0,23.8678455,90.37152625,"Shinning Moon Foodcourt, Ave 9, Road: 4 Uttara Dhaka",1230
e2yz,Big Q - Uttara,THE BIG Q,Dhaka,,Burgers|Western|Fast Food,4.9,30,50.0,38.0,0.0,23.8691763,90.3888377,"SH Tower, 4th Floor, House: 35, Gawsul azom avenue, Sector: 14, Uttara, Dhaka 1230",1230
mde7,Grabites,,Dhaka,,Fast Food,0.0,2,50.0,41.0,0.0,23.8678489,90.3715157,"Plot – 1&3, Shining Moon Food Court, Road – 04, Avenue – 09, Sector – 15/E, Uttara, Dhaka - 1230",1230
lzrv,Crunchies,,Dhaka,,Beverage|Sandwiches|Burgers|Western|Fast Food,4.5,28,50.0,38.0,0.0,23.8691867,90.38886962,35 no building sh tower 4th floor panda kitchen 8 no,1230
dbzq,Red Dragon,,Dhaka,,Snacks|Italian|Middle Eastern|Shawarma|Mediterranean|Pizza|Western,3.3,7,50.0,41.0,0.0,23.867653,90.3715179,Moonshine FoodCourt Sector -15 Uttara Dhaka-1230,1230
p96k,Pizzaro,,Dhaka,,Italian|Pasta|Mediterranean|Western|Fast Food,4.1,3,50.0,38.0,0.0,23.8675717,90.3714801,"Shinning Moon Foodcourt, Ave 9, Dhaka",1230
td8d,Patenga Cafe - Uttara,Patenga Cafe,Dhaka,,Snacks|Beverage|Seafood,4.1,30,50.0,38.0,0.0,23.8741747,90.3915469,"Sector 13, Road 3, Aside Jom jom tower, BFC goli, Uttara, Dhaka",1230
yw73,Khai Khai Restaurant,,Dhaka,,Snacks|Rice Dishes,0.0,1,50.0,41.0,0.0,23.8822196,90.3895811,"Sector: 10, road: 6, house: 16, Uttara",1230
b1je,NutriBox,,Dhaka,,Healthy,0.0,0,50.0,41.0,35.0,23.88384746,90.38815624,"Saleha Tower, House-12 Road-7/A Ranavola, Turag Dhaka, 1230 Uttara, Dhaka, Bangladesh",1230
zl8d,Khao San - Uttara,Khao San,Dhaka,,Asian|Thai,4.7,30,50.0,38.0,0.0,23.87178975,90.3910219,"House - 30, Tropical Shormi Center, Gareeb-e-Nawaz Avenue, Uttara, Dhaka - 1230",1230
r0h9,Sofra Kitchen,,Dhaka,,Fast Food,3.8,6,50.0,41.0,0.0,23.8659715,90.385676,"House 15, Road Number 20, Sector -14 Uttara",1230
xnbn,Bistromath - Uttara,Bistromath,Dhaka,,Italian|Pasta|Mediterranean|Sandwiches|Western,0.0,1,50.0,38.0,0.0,23.87463729,90.39227807,"Plot - 12, Level - 3, Sonargaon Jonopoth Road, Sector 11, Uttara, Dhaka - 1230",1230
d19v,CP Five Star-Simi Food-Diyabari,CP Five Star,Dhaka,,Chicken|Snacks|Meat|Fast Food,3.2,10,50.0,38.0,0.0,23.8672951,90.3705983,"V98C+W6J, Bot Tola Mor, Dhaka 1230",1230
ana0,Nanna Biriyani Sector 15,,Dhaka,,Indian|Biryani|Asian,3.4,9,50.0,38.0,0.0,23.86728435,90.37052225,"Flat-11/A, Block - CA, Road-09, Sector-15, Uttara, Dhaka - 1230",1230
l6iw,Bella Italia - Uttara,Bella Italia,Dhaka,,Italian|Pasta|Mediterranean|Pizza|Western,4.9,30,50.0,38.0,0.0,23.8745536,90.39274215,"Level 5,plot no-6, Bay Showroom, Opposite of Bata Showroom, Janapath Road, Uttara Sector 11",1230
kqat,Silvia's Kitchen,,Dhaka,,Beverage|Dessert,4.6,14,50.0,41.0,0.0,23.8775402,90.3931939,"House # 12 Road No. 8, Road No. 8 House # 12, 1230 Uttara, Dhaka, Bangladesh",1230
ekx5,Jolojog - Uttara,,Dhaka,,Snacks|Burgers|Western,2.9,11,50.0,38.0,0.0,23.8849333,90.3892295,"Sector 10, Road 11, House 34, 1230 Uttara, Dhaka, Bangladesh",1230
o3xz,Nawabi Khana,,Dhaka,,Turkish|Kebab|Curry|Rice Dishes|Middle Eastern|Beverage|Indian|Biryani|Asian,3.7,16,50.0,38.0,0.0,23.8696027,90.3916416,"Gausul Azam Ave House 4 Plot-4,Gausul Azam Avenue,Sector-13,Uttara,Dhaka-1230",1230
aybl,Chatgaiya's Home Cook,,Dhaka,,Bangladeshi|Asian,4.9,26,50.0,41.0,35.0,23.87534589,90.39351813,"Green Memory, Road 3, House 7, Sec 11, 1230 Uttara, Dhaka, Bangladesh",1230
ryit,Crispie Bite,,Dhaka,,Snacks|Italian|Pasta|Beverage|Mediterranean|Burgers|Western|Fast Food,0.0,0,50.0,38.0,0.0,23.8696977,90.3670949,"Metro Food Court, Metro north rail station, sector: 18, Uttara",1230
yjll,Foodie Stage,,Dhaka,,Curry|Rice Dishes,4.7,0,50.0,38.0,0.0,23.8698354,90.3669867,"Metro Food Court, Metro north rail station, sector: 18, Uttara",1230
jfvc,Nanna Biriyani Dia Bari,,Dhaka,,Rice Dishes,0.0,0,50.0,38.0,0.0,23.8690428,90.3672565,"British Bar, Near Dia Bari Metro Station, Uttara, Dhaka - 1230",1230
h8my,Chi'kens,,Dhaka,,Chicken|Snacks|Meat|Fried Chicken,2.1,8,50.0,41.0,0.0,23.8663401,90.3897117,"Uttara,  Sector 14, Road 13, 1230 Uttara, Dhaka, Bangladesh",1230
s5ug,KOZO,LAZIZ,Dhaka,,Sushi|Chicken|Snacks|Rice Dishes|Beverage|Seafood|Japanese|Meat|Asian,4.2,24,50.0,38.0,0.0,23.869016,90.3921245,"Uttara Sector 14, Road number 2 , House number 61, lake  par road, Dhaka",1230
tqrg,Brothers Food Center,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,3.4,5,50.0,41.0,0.0,23.8663271,90.3898293,"Sector 14,  Uttara sector 14 road 07 house 20, Dhaka 1230, 1230 Uttara, Dhaka, Bangladesh",1230
ppms,KOI Thé Uttara,KOI Thé,Dhaka,,Beverage|Cafe,4.9,22,50.0,44.0,0.0,23.8745647,90.3943421,Sector 09 Sonargaon Janapath,1230
gye2,Pizza N' Bites,,Dhaka,,Snacks|Italian|Mediterranean|Sandwiches|Pizza|Burgers|Western,4.5,30,50.0,52.0,0.0,23.8741985,90.3944905,"House # 115, road #18, sector #7,uttara dhaka.",1230
esnf,Ali Hotel And Restaurant,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,0.0,1,50.0,52.0,0.0,23.8629526,90.3849684,"Kayed Pharma,  Ali vaiyer hotel, 1230 Uttara, Dhaka, Bangladesh",1230
zpvt,Tastemate Bistro,,Dhaka,,Chicken|Beverage|Meat|Fast Food,0.0,0,50.0,51.0,0.0,23.8625217,90.3750513,"Lake drive road, A1, House: 16, Lake drive road, sector:15, Uttara",1230
i6ws,Easy Meal,,Dhaka,,Chinese|Asian,0.0,1,50.0,52.0,35.0,23.8670613,90.3921801,"Road 2, house#33, Ground floor, 1230 Uttara, Dhaka, Bangladesh",1230
gu1e,Charui Vhati - Uttara,,Dhaka,,Asian,3.6,5,50.0,52.0,35.0,23.87967005,90.395886,"64, Sector 9 white place road beside kotha beuty parlours lane Sector 9 white place road beside kotha beuty parlours lane, 1230 Uttara, Dhaka, Bangladesh",1230
innd,Mac & Co.,,Dhaka,,Italian|Pasta|Mediterranean|Western,4.5,23,50.0,52.0,0.0,23.8712842,90.395647,"House 1 road 20 sector 7, 1230 Uttara, Dhaka, Bangladesh",1230
dgvw,Fuchka Point,,Dhaka,,Chotpoti & Fuchka|Bangladeshi|Asian,3.6,13,50.0,52.0,0.0,23.87787605,90.3964685,"Sector 9,  Uttara sector 9, Road 6, House 234, 1230 Uttara, Dhaka, Bangladesh",1230
hlwc,Uttara Gilapi Ghor,,Dhaka,,Snacks|Dessert,3.6,4,50.0,52.0,0.0,23.8773192,90.3970052,"sector 9,road 6,chairman bazar,house 12,Uttara,dhaka",1230
sfnk,Number One Biryani,,Dhaka,,Rice Dishes,3.9,3,50.0,52.0,0.0,23.87553995,90.39757,"SHOP-03,HOUSE-30,ROAD-02,SECTOR-09,UTTARA,DHAKA-1230",1230
wcgi,Cream & Coffee,,Dhaka,,Beverage,3.5,5,50.0,52.0,0.0,23.8754399,90.3980783,"House: 24, Sector: 9, Road: 2, Uttara",1230
gpxs,Chaa & More,,Dhaka,,Snacks,4.1,8,50.0,52.0,0.0,23.8715705,90.3978766,House-20 Road-28 sector -7 Uttara Dhaka-1230,1230
qys6,Uttara pizza point,,Dhaka,,Snacks|Italian|Beverage|Mediterranean|Pizza|Western,0.0,1,50.0,61.0,35.0,23.8713817,90.40022735,"Sayed grand cantre,road#28, sector#7, house#89, shop #12, 1230 Uttara, Dhaka, Bangladesh",1230
nf3q,Sub Lover's - Uttara,Sub Lovers,Dhaka,,Mexican|Sandwiches|Western|Fast Food,4.8,14,50.0,61.0,0.0,23.86762753,90.39883857,"House - 7, Beside Trust Family Needs, Road - 15, Sector - 3, Rabindra Sharani, Uttara",1230
yng6,Cake Lover's - Uttara,Cake Lovers,Dhaka,,Cakes|Dessert,4.9,7,50.0,61.0,0.0,23.86762263,90.39883857,"House - 7, Beside Trust Family Needs, Road - 15, Sector - 3, Rabindra Sharani, Uttara",1230
m19p,Shadei Chomok,,Dhaka,,Beverage|Doi,4.8,3,50.0,61.0,35.0,23.86917115,90.3997808,"Road Number 7, Jamir Ali Market, Road -5, Sector- 7, Uttara",1230
yzkd,Candle Park,,Dhaka,,Rice Dishes|Indian|Asian,0.0,0,50.0,56.0,0.0,23.8601306,90.3664089,"Sector: 17, Block: K, Road: 1/D, Diabari, Uttara",1230
xkzz,Hot Box,,Dhaka,,Snacks|Burgers|Western,4.9,3,50.0,61.0,0.0,23.8671982,90.3991623,"House 4, Road 13, Sector 3, Uttara",1212
f4j1,Chitrayon,,Dhaka,,Snacks|Beverage|Dessert,0.0,0,50.0,56.0,35.0,23.85852322,90.36824533,"84 no metro peller, Plot no-10,Road no-02 ,Notun Bow bazar,Uttara 17 no sector, 1230 Uttara, Dhaka, Bangladesh",1230
niyj,Masala Mood,,Dhaka,,Snacks|Rice Dishes,0.0,3,50.0,73.0,35.0,23.8959526,90.3847954,"Floor 5th,House 106,Road 13,Sector 10,Uttara",1230
c0r4,Five Star (Chicken Fry),,Dhaka,,Chicken|Snacks|Meat,0.0,0,50.0,78.0,0.0,23.8639423,90.3988311,"26, Road: 02, Sector: 03, Uttara, Dhaka",1230
larb,Golden Rice,,Dhaka,,Snacks|Curry|Rice Dishes|Chinese|Asian,3.4,4,50.0,83.0,0.0,23.8608955,90.3988867,"Jasim Uddin Avenue, House 04, Road 14, Sector 01, Uttara Dhaka 1230",1230
uj7a,Uttara Sathi Chotpoti & Fuchka House,,Dhaka,,Snacks|Chotpoti & Fuchka|Bangladeshi|Asian,0.0,0,50.0,83.0,0.0,23.86812537,90.40348891,Road 13 sactor 6 raod south matha,1230
q8i8,Hot Bite Chicken Momo,,Dhaka,,Chinese|Asian|Dumpling,0.0,0,50.0,83.0,35.0,23.87651958,90.40562919,"Uttora Sector 8, Dhaka 1230 Beside, Sector 8 Rail Gate Jame Masjid",1230
izxb,Borisal Hotel,,Dhaka,,Curry|Bangladeshi|Asian,0.0,0,50.0,83.0,0.0,23.86921897,90.40505657,"Sector 6, R- 13, , inside Rajuk office , Uttara 1230",1230
xu7e,Chickies,,Dhaka,,Fast Food,2.5,9,50.0,83.0,0.0,23.8604648,90.4009828,"Mutual Trust Bank Uttara, Service Rd House-11,Road-6,Sector-4,Jashim Uddin Circle,Dhaka, 1230 Uttara, Dhaka, Bangladesh",1230
hgsm,Mariyam Kitchen,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,2.9,30,50.0,83.0,35.0,23.87360865,90.40704405,"Joynal market jame mosque road Switch get,  joynal market, 1230 Uttara, Dhaka, Bangladesh",1230
ryuw,Waffle Spark,,Dhaka,,Juice Corner|Beverage,0.0,1,50.0,78.0,0.0,23.8537398,90.3661115,"Uttara 17 no Sector 6 no Bridge Notun Bou Bazaar , 1230 Uttara, Dhaka, Bangladesh",1230
vpra,AP Food Land,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,3.1,2,50.0,87.0,0.0,23.85714,90.3562801,"Kalaboti 5/A, Rajuk Uttara Apartment Project, Uttara-18",1230
d28r,Delish Station,,Dhaka,,Beverage|Cafe,4.6,2,50.0,87.0,35.0,23.8566149,90.3565577,"Building- Icchamoti, Uttara Sector 18, Ruap, Dhaka, Icchamoti 7B 1302, 1230 Uttara, Dhaka, Bangladesh",1230
dtyw,Khuda Mitay,,Dhaka,,Asian,0.0,1,50.0,87.0,0.0,23.85430355,90.3570956,"Sapla A 504,sector 18,uttara,Dhaka. 1230",1230
k161,Soy,,Dhaka,,Snacks|Curry|Rice Dishes|Seafood|Chinese|Asian|Dumpling,4.6,20,50.0,92.0,0.0,23.8558334,90.4035541,"3rd floor of Gusto building, House 2 Road 2 Sector 1 Please go up to 3rd and wait in the waiting area., 1212 Uttara, Dhaka, Bangladesh",1212
rd61,Espresso Factory,,Dhaka,,Beverage|Cafe,0.0,0,50.0,88.0,35.0,23.85445028,90.35650138,"RUAP Commercial Complex, Shop 44 (1st floor), RUAP Commercial Complex, Sector 18, 1230 Uttara, Dhaka, Bangladesh",1230
sinl,Sara Pizza Uttara 18,Sara Pizza,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Western,4.7,30,50.0,88.0,0.0,23.85425,90.356697,"Rajuk Flat Project, Sector-18, Uttara, Diabari, Dhaka",1230
wv9h,Healthy Puran Dhaka Vibe,,Dhaka,,Asian,3.1,14,50.0,87.0,0.0,23.8578986,90.3520571,"RAJUK Uttara Apartment Project, 17C-701,Uttara-18, West Ave, 1230 Uttara, Dhaka, Bangladesh",1230
k9yn,So Juicy - Chef's Table Centerpoint Airport,So Juicy,Dhaka,,Beverage|Cafe,4.9,3,50.0,93.0,35.0,23.8528439,90.4056074,"Inside of Chef's Table Centrepoint near Airport, Uttara",1229
uhup,Alfredough - Chef’s Table Airport,Alfredough ,Dhaka,,Italian|Mediterranean|Pizza|Western,4.7,18,50.0,93.0,35.0,23.8528801,90.4056465,"Centrepoint before Airport, Mymensingh Highway road, Dhaka-1229.",1230
ipay,Shad Tehari Ghar (Centre Point),,Dhaka,,Turkish|Kebab|Rice Dishes|Middle Eastern,4.5,3,50.0,93.0,0.0,23.8528175,90.4056851,"Inside of Chef's Table Centrepoint near Airport, Uttara",1229
nt6m,Greens & Seeds - Chef's Table Centrepoint Airport,Greens & Seeds,Dhaka,,Snacks|Healthy,4.7,26,50.0,93.0,0.0,23.85288335,90.40575865,"Inside of Chef's Table Centrepoint near Airport, Uttara",1229
fb18,Utshob Sweets - Centrepoint Airport,Utshob Sweets - Centrepoint Airport,Dhaka,,Snacks|Dessert|Doi,4.0,3,50.0,93.0,35.0,23.8527035,90.4060434,"Centrepoint Airport, Ground Floor, Mymensing Highway, Dhaka-1229",1229
m9to,KOI Thé - Uttara chef's table,KOI Thé,Dhaka,,Beverage|Cafe,4.9,4,50.0,93.0,0.0,23.8525537,90.4059438,"Shop-23, cheftable, centre point, 5th floor,Airport, Uttara Dhaka",1230
z51f,Mcdonald Crops Fish & Meat,,Dhaka,,,0.0,1,50.0,73.0,35.0,23.8614969,90.3617036,"Metro- uttara center  Food Zone 
Bou Bazar , Dia Bari 
Uttara 
Dhaka 1230",1230
nskp,Coffees by Sharksss,,Dhaka,,,0.0,0,50.0,41.0,35.0,23.8706186,90.3905633,"Garib-E-Newaz Ave, 20",1230
yjfo,Utshob - Chef's Table Centrepoint Airport,UTSHOB,Dhaka,,Curry|Rice Dishes|Bangladeshi|Doi|Asian,4.6,30,50.0,93.0,35.0,23.8523266,90.4063523,"Chef's Table Airport level 5, Chef table centerpoint, Mymensing Highway dhaka",1229
qmik,Tehari Ghar+ (Uttara),Tehari Ghor Plus,Dhaka,,Rice Dishes|Indian|Biryani|Asian,4.7,30,50.0,19.0,20.0,23.8742697,90.3911333,"House-28, Sonargaon Janapath Road, Sector-11, Uttara",1230
jwnd,Domino's Uttara-Late Night,Domino's Pizza,Dhaka,,Italian|Mediterranean|Pizza|Western,4.7,29,0.0,,15.0,23.8736642,90.39073616,"First Floor, House No.1, Road No.13, Sector-13, Uttara, Dhaka-1230",1230
xkjt,Musafir Restora,,Dhaka,,Curry,3.8,30,50.0,93.0,60.0,23.85142305,90.4123872,"645(ব্র্যাক লার্নিং সেন্টার), ashkona, Hajj camp, Dakkhinkhan, Dhaka-1230",1230
vn63,Mijan Juice Bar and Restora,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,76.0,30.0,23.8717643,90.4119734,"Nurul Ahad Jame Mosjid, Dewanbari Paka Matha, Aziz Bakery Road",1230
llyc,Meaty Bite,,Dhaka,,Fast Food,1.7,14,50.0,81.0,30.0,23.876499,90.4137423,"Rd No. 33 5a Sector 7, road no 33, house no #6 Uttara, 1230 Uttara, Dhaka, Bangladesh",1230
icc9,Kacchi Bro Uttara,,Dhaka,,Rice Dishes,0.0,0,50.0,83.0,0.0,23.8756978,90.416588,"Faidabad,policefari, nazplaza-2,uttara, uttarkhan..",1230
msm1,Premium Kitchen,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,0.0,0,50.0,83.0,0.0,23.8756978,90.416588,"Faidabad,policefari, nazplaza-2,uttara, uttarkhan..",1212
s42z,Afrin's Kitchen,,Dhaka,,Curry|Bangladeshi|Asian,0.0,1,50.0,83.0,0.0,23.8714883,90.4181833,"H#460, Moushair 1 no road, chalabon, dakhin khan dhaka-1230",1230
t7c8,Samia's Kitchen,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,0.0,0,50.0,92.0,0.0,23.85934712,90.41362679,"Prembagan, Apon nibas H:4,W:39, 1230 Dakshin Khan, Dhaka, Bangladesh",1230
jag1,Bengal Spice Restaurant,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,92.0,30.0,23.86726,90.419927,"নগরিয়াবাড়ি রোড, নগরিয়াবাড়ি রোড",1230
lcr5,Peter Sukh,,Dhaka,,Curry|Bangladeshi|Asian,0.0,1,50.0,92.0,0.0,23.8777965,90.4254608,"Noytala Building , Kuripara, 2663/A, Kuripara, Uttarkhan, Dhaka, 1230 Uttarkhan, Dhaka, Bangladesh",1230
xm5a,Chef Canvas,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,92.0,30.0,23.854047,90.416309,"Ucchertek water pump road, 121, 1230 Dakshin Khan, Dhaka, Bangladesh",1230
kavw,Bhorpur Khawon Chand Bhai Restaurant,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,92.0,30.0,23.870459,90.428639,"Balur Math, Mazar Road, Uttarkhan, Uttara, Dhaka-1230",1230
uh8j,Polys kitchen,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,4.2,4,50.0,92.0,0.0,23.8612175,90.4255517,"L.K Plaza,Dakshinkhan,  Front of LK plaza,Ismail Super market goli..7 Tola Rohim villah .4th floor., 1230 Dakshin Khan, Dhaka, Bangladesh",1230
lqeh,Malim Home Kitchen,,Dhaka,,Curry|Rice Dishes,0.0,1,50.0,92.0,0.0,23.8600152,90.4281929,"Dakshin khan bazar, kazibari, mitali kortz 3/A, 1230 Dakshin Khan, Dhaka, Bangladesh",1230
hnxu,Poly Home Kitchen,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,92.0,30.0,23.8397097,90.4240159,"Naya Bari, near Kawla Dakhil Madrasa, Baitul Aziz Jame Mosque, Dakshinkhan, Dhaka, Bangladesh",1229
w6ul,Jakia kitchen,,Dhaka,,,0.0,0,50.0,92.0,30.0,23.8519373,90.4266584,Prembagan,1230
jsg9,Sadiya Homemade Food,,Dhaka,,,0.0,0,50.0,92.0,30.0,23.857544,90.420027,"Aninusbad,Abbasiya Madrasha ,Kashem molla Road Dakshinkhan",1230
o0zb,Shaad-e-Bangla,,Dhaka,,Snacks,2.2,8,50.0,83.0,0.0,23.8709122,90.4131624,"333 Rose Garden, Faidabad Main Road (mizan er garage),Uttara, Dhaka",1230
k3gl,MeatZo,,Dhaka,,Chicken|Snacks|Rice Dishes|Beverage|Meat|Fast Food,3.3,30,50.0,93.0,0.0,23.8589338,90.414176,"Prembagan Rd, Dhaka",1230
w2y5,Z I Ktichen,,Dhaka,,Curry|Rice Dishes|Bangladeshi|Asian,0.0,0,50.0,92.0,30.0,23.8654204,90.4229013,"Molla Road, Uttarkhan, Uttara, Dhaka-1230 (Little ahead of Molla Road Boro Bari, opposite the salon), Bangladesh",1230
zj6g,Bhuri Bhoj,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,92.0,30.0,23.8503968,90.4120026,"Hajj Camp, kabic 2 Sattar Tower House No: 388/480, 1230 Dakshin Khan, Dhaka, Bangladesh",1230
nzdy,Fresh Food Bite By Jannat,,Dhaka,,Snacks|Beverage|Burgers|Western,3.1,30,50.0,92.0,0.0,23.85796,90.420137,"Kashem Polli Road, 540, kashem molla road, gawair, dokkhinkhan, dhaka-1230",1230
ikx7,RS Cake,,Dhaka,,Cakes,0.0,0,50.0,92.0,0.0,23.8575985,90.4213368,"Nurjahan villa, 148/2 , ainusbag ,Dakhinkhan 01946600739, 1230 Uttara, Dhaka, Bangladesh",1230
biry,The Pizza,,Dhaka,,Italian|Mediterranean|Pizza|Western|Fast Food,4.3,15,50.0,97.0,0.0,23.8515521,90.4165318,"Ashkona Bazar Main road(Beside Shahjalal  Islami Bank), Medical Road, 1230 Dakshin Khan, Dhaka, Bangladesh",1230
hnjo,Taste & Vibe,,Dhaka,,Snacks|Beverage|Burgers|Western,0.0,0,50.0,92.0,0.0,23.8521743,90.4173154,"Ashkona Community Center, 401/3, Ashkona College Road",1230
fiwk,Ringky's Heavenly Crumbs,,Dhaka,,Snacks|Burgers|Western,0.0,1,50.0,92.0,0.0,23.8608924,90.43093,"Dakshin Khan,  House -4227,Falisa Garden,Sarder bari,Dakshin khan, 1230 Dakshin Khan, Dhaka, Bangladesh",1230
ann2,Mayer Henshel,,Dhaka,,Bangladeshi|Asian,0.0,2,50.0,92.0,30.0,23.8630858,90.433454,"Dokkhin khan pondit para, 88 pondit para, 1230 উত্তরখান, ঢাকা, Bangladesh",1230
s4o0,Nepali Food House,,Dhaka,,Asian,0.0,3,50.0,92.0,30.0,23.83543296,90.43069663,"lighthouse, namapara Uttarpara Shesh Mata kilkhet, Dhaka, flat number 1/D নামাপাড়া উত্তরপাড়া শেষ মাথায় এসে কল দিবেন।, 1228 Khilkhet, Dhaka, Bangladesh",1228
si7r,Poribeshon Centering,,Dhaka,,Curry|Rice Dishes|Fish|Seafood|Bangladeshi|Asian,0.0,0,50.0,92.0,0.0,23.8280865,90.4246648,"Kha37/4 khilkhet Moddhopara, Dhaka 1229",1229
