code,id,name,chain,city,area,area_dist_km,cuisines,rating,reviews,min_order,delivery_fee,delivery_min,lat,lng,address,post_code,url
o1cp,77033,Utshob Sweets - Gulshan 2,Utshob Sweets - Centrepoint Airport,Dhaka,Banani,0.88,Snacks|Sweets|Dessert|Doi,3.3,19,50.0,0.0,0.0,23.79575473,90.41494676,"Gulshan Centre point 26,R-90,H-23,Dhaka- 1212",1212,https://foodpanda.com.bd/restaurant/o1cp/utshob-sweets-gulshan-2
pzgr,65054,Lueur Bakery - Baridhara,Lueur Bakery,Dhaka,Baridhara,0.56,Cakes|Bakery,4.7,105,50.0,0.0,45.0,23.80252555,90.42284735,"Baridhara j block, progoti sharoni, coca cola girjar pase,  main road, House no 50-52 Dhaka",1212,https://foodpanda.com.bd/restaurant/pzgr/lueur-bakery-baridhara
vy7z,41332,Arabika Coffee - Gulshan 2,Arabika Coffee,Dhaka,Banani,0.8,Snacks|Beverage|Cafe|Dessert,4.7,375,50.0,0.0,15.0,23.79822225,90.4127286,"Navana Nasrin Casabella, North Avenue Road, House 2A, Gulshan 2, Dhaka - 1212",1212,https://foodpanda.com.bd/restaurant/vy7z/arabika-coffee-gulshan-2
uwtn,62593,Pizza Hut Gulshan 2,Pizza Hut,Dhaka,Banani,0.8,Italian|Mediterranean|Pizza|Western,4.9,2396,50.0,0.0,25.0,23.7986208,90.4123037,"Meher Nibas (1st Floor), House-12/B, Road-55, Gulshan-2, Dhaka-1212",1212,https://foodpanda.com.bd/restaurant/uwtn/pizza-hut-gulshan-2
s4gb,2539,Cooper's- Gulshan 2,Cooper's,Dhaka,Banani,0.8,Cakes|Snacks|Dessert|Faluda,4.9,1635,50.0,0.0,15.0,23.794046,90.4144118,"25, Metropolitan Shopping Plaza, Gulshan North, Dhaka",1212,https://foodpanda.com.bd/restaurant/s4gb/coopers-gulshan-2
rjfi,65560,Kavazo - Gulshan,Kavazo,Dhaka,Banani,0.84,Cakes,4.9,114,50.0,0.0,20.0,23.7989146,90.4125129,"House-12/A, Road-55, Gulshan-2, Gulshan North Avenue",1212,https://foodpanda.com.bd/restaurant/rjfi/kavazo-gulshan
ckct,75283,Indulge - United Hospital,Indulge,Dhaka,Baridhara,0.23,Fast Food,4.1,22,50.0,0.0,0.0,23.8050506,90.4157726,"United Hospital Limited, Road No. 71, Dhaka-1212",1212,https://foodpanda.com.bd/restaurant/ckct/indulge-united-hospital
t6bg,8486,Jhawbon Classic Restaurant.,Jhawbon Classic Restaurant,Dhaka,Bashundhara,0.6,Turkish|Kebab|Curry|Rice Dishes|Middle Eastern|Dessert,4.6,6466,50.0,0.0,30.0,23.808977,90.431116,"Solmaid, Vatara, Beside Apollo Hospital, Bashundhara",1212,https://foodpanda.com.bd/restaurant/t6bg/jhawbon-classic-restaurant
fpkg,106171,Delhi Biriyani,Delhi Biriyani,Dhaka,Bashundhara,0.36,Rice Dishes|Indian|Biryani|Asian,4.1,19,50.0,0.0,30.0,23.8120796,90.4223856,Sayed Ali Super Market Shop-7 Ka-11/2 Bashundhara road dhaka-1229,1229,https://foodpanda.com.bd/restaurant/fpkg/delhi-biriyani
d03v,109446,Chinese Food & Variety,,Dhaka,Baridhara,0.42,Snacks|Noodles|Chinese|Asian|Dumpling,3.9,11,50.0,0.0,40.0,23.8053332,90.4220989,"Green garden, Baridhara diplomatic zone Suhrawardy ave, house 55, 1212 Gulshan 2, Dhaka, Bangladesh",1212,https://foodpanda.com.bd/restaurant/d03v/chinese-food-and-variety
kgwp,71900,Delectus Cafe & Bistro,Delectus Cafe & Bistro - Thai,Dhaka,Bashundhara,1.56,Curry|Italian|Mediterranean|Western,4.7,293,50.0,0.0,45.0,23.82378397,90.42955163,"Plot - 2, Level - 2, Rupayan Shopping Square, Block - G, Sayem Sobhan Anvir Rd, Bashundhara R/A",1229,https://foodpanda.com.bd/restaurant/kgwp/delectus-cafe-and-bistro
r8tk,88964,CP Five star - Fahim Foods - Ghatpar,CP Five Star,Dhaka,Bashundhara,0.72,Chicken|Snacks|Meat,4.7,162,50.0,0.0,35.0,23.8167022,90.4246955,"mb squre market , Kuril ghatpar, Vatara 1229",1229,https://foodpanda.com.bd/restaurant/r8tk/cp-five-star-fahim-foods-ghatpar
oyjb,77828,Wrapick - Bashundhara,Wrapick,Dhaka,Bashundhara,0.64,Wraps|Snacks|Beverage|Dessert,4.2,67,50.0,0.0,35.0,23.8091687,90.4315954,"Dhali Food Court, Plot - 84/A, 84/A, Apollo Road, Bashundhara R/A",1229,https://foodpanda.com.bd/restaurant/oyjb/wrapick-bashundhara
